yyyy,mo,dd,hh,mm,h_weir,Q,runf
2012,3,13,18,30,8.1,2.647,1.55E-05
2012,3,13,19,0,8.1,2.647,1.55E-05
2012,3,13,19,30,8.1,2.647,1.55E-05
2012,3,13,20,0,8.1,2.647,1.55E-05
2012,3,13,20,30,8.1,2.618,1.53E-05
2012,3,13,21,0,8,2.577,1.51E-05
2012,3,13,21,30,8,2.566,1.50E-05
2012,3,13,22,0,8,2.566,1.50E-05
2012,3,13,22,30,8,2.566,1.50E-05
2012,3,13,23,0,8,2.566,1.50E-05
2012,3,13,23,30,8,2.566,1.50E-05
2012,3,14,0,0,8,2.566,1.50E-05
2012,3,14,0,30,8,2.566,1.50E-05
2012,3,14,1,0,8,2.566,1.50E-05
2012,3,14,1,30,8,2.566,1.50E-05
2012,3,14,2,0,8,2.566,1.50E-05
2012,3,14,2,30,8,2.566,1.50E-05
2012,3,14,3,0,8,2.566,1.50E-05
2012,3,14,3,30,8,2.566,1.50E-05
2012,3,14,4,0,8,2.566,1.50E-05
2012,3,14,4,30,8,2.566,1.50E-05
2012,3,14,5,0,8,2.566,1.50E-05
2012,3,14,5,30,8,2.566,1.50E-05
2012,3,14,6,0,8,2.566,1.50E-05
2012,3,14,6,30,8,2.566,1.50E-05
2012,3,14,7,0,8,2.566,1.50E-05
2012,3,14,7,30,8,2.566,1.50E-05
2012,3,14,8,0,8,2.566,1.50E-05
2012,3,14,8,30,8,2.566,1.50E-05
2012,3,14,9,0,8,2.566,1.50E-05
2012,3,14,9,30,8,2.566,1.50E-05
2012,3,14,10,0,8,2.566,1.50E-05
2012,3,14,10,30,8,2.566,1.50E-05
2012,3,14,11,0,8,2.566,1.50E-05
2012,3,14,11,30,8,2.566,1.50E-05
2012,3,14,12,0,8,2.566,1.50E-05
2012,3,14,12,30,8,2.566,1.50E-05
2012,3,14,13,0,8,2.566,1.50E-05
2012,3,14,13,30,8,2.566,1.50E-05
2012,3,14,14,0,8,2.566,1.50E-05
2012,3,14,14,30,8,2.537,1.48E-05
2012,3,14,15,0,7.9,2.498,1.46E-05
2012,3,14,15,30,7.9,2.487,1.45E-05
2012,3,14,16,0,7.9,2.487,1.45E-05
2012,3,14,16,30,7.9,2.487,1.45E-05
2012,3,14,17,0,7.9,2.487,1.45E-05
2012,3,14,17,30,7.9,2.487,1.45E-05
2012,3,14,18,0,7.9,2.487,1.45E-05
2012,3,14,18,30,7.9,2.487,1.45E-05
2012,3,14,19,0,7.9,2.487,1.45E-05
2012,3,14,19,30,7.9,2.458,1.44E-05
2012,3,14,20,0,7.8,2.419,1.41E-05
2012,3,14,20,30,7.8,2.409,1.41E-05
2012,3,14,21,0,7.8,2.409,1.41E-05
2012,3,14,21,30,7.8,2.409,1.41E-05
2012,3,14,22,0,7.8,2.409,1.41E-05
2012,3,14,22,30,7.8,2.409,1.41E-05
2012,3,14,23,0,7.8,2.409,1.41E-05
2012,3,14,23,30,7.8,2.409,1.41E-05
2012,3,15,0,0,7.8,2.409,1.41E-05
2012,3,15,0,30,7.8,2.409,1.41E-05
2012,3,15,1,0,7.8,2.409,1.41E-05
2012,3,15,1,30,7.8,2.409,1.41E-05
2012,3,15,2,0,7.8,2.409,1.41E-05
2012,3,15,2,30,7.8,2.409,1.41E-05
2012,3,15,3,0,7.8,2.409,1.41E-05
2012,3,15,3,30,7.8,2.409,1.41E-05
2012,3,15,4,0,7.8,2.409,1.41E-05
2012,3,15,4,30,7.8,2.381,1.39E-05
2012,3,15,5,0,7.7,2.343,1.37E-05
2012,3,15,5,30,7.7,2.333,1.36E-05
2012,3,15,6,0,7.7,2.333,1.36E-05
2012,3,15,6,30,7.7,2.333,1.36E-05
2012,3,15,7,0,7.7,2.333,1.36E-05
2012,3,15,7,30,7.7,2.333,1.36E-05
2012,3,15,8,0,7.7,2.333,1.36E-05
2012,3,15,8,30,7.7,2.333,1.36E-05
2012,3,15,9,0,7.7,2.333,1.36E-05
2012,3,15,9,30,7.7,2.333,1.36E-05
2012,3,15,10,0,7.7,2.333,1.36E-05
2012,3,15,10,30,7.7,2.333,1.36E-05
2012,3,15,11,0,7.7,2.333,1.36E-05
2012,3,15,11,30,7.7,2.333,1.36E-05
2012,3,15,12,0,7.7,2.333,1.36E-05
2012,3,15,12,30,7.7,2.333,1.36E-05
2012,3,15,13,0,7.7,2.333,1.36E-05
2012,3,15,13,30,7.7,2.333,1.36E-05
2012,3,15,14,0,7.7,2.333,1.36E-05
2012,3,15,14,30,7.7,2.333,1.36E-05
2012,3,15,15,0,7.7,2.333,1.36E-05
2012,3,15,15,30,7.7,2.333,1.36E-05
2012,3,15,16,0,7.7,2.333,1.36E-05
2012,3,15,16,30,7.7,2.333,1.36E-05
2012,3,15,17,0,7.7,2.333,1.36E-05
2012,3,15,17,30,7.7,2.333,1.36E-05
2012,3,15,18,0,7.7,2.333,1.36E-05
2012,3,15,18,30,7.7,2.333,1.36E-05
2012,3,15,19,0,7.7,2.333,1.36E-05
2012,3,15,19,30,7.7,2.333,1.36E-05
2012,3,15,20,0,7.7,2.333,1.36E-05
2012,3,15,20,30,7.7,2.333,1.36E-05
2012,3,15,21,0,7.7,2.333,1.36E-05
2012,3,15,21,30,7.7,2.333,1.36E-05
2012,3,15,22,0,7.7,2.333,1.36E-05
2012,3,15,22,30,7.7,2.333,1.36E-05
2012,3,15,23,0,7.7,2.333,1.36E-05
2012,3,15,23,30,7.7,2.333,1.36E-05
2012,3,16,0,0,7.7,2.333,1.36E-05
2012,3,16,0,30,7.7,2.333,1.36E-05
2012,3,16,1,0,7.7,2.333,1.36E-05
2012,3,16,1,30,7.7,2.333,1.36E-05
2012,3,16,2,0,7.7,2.333,1.36E-05
2012,3,16,2,30,7.7,2.333,1.36E-05
2012,3,16,3,0,7.7,2.333,1.36E-05
2012,3,16,3,30,7.7,2.333,1.36E-05
2012,3,16,4,0,7.7,2.333,1.36E-05
2012,3,16,4,30,7.7,2.333,1.36E-05
2012,3,16,5,0,7.7,2.333,1.36E-05
2012,3,16,5,30,7.7,2.333,1.36E-05
2012,3,16,6,0,7.7,2.333,1.36E-05
2012,3,16,6,30,7.7,2.333,1.36E-05
2012,3,16,7,0,7.7,2.333,1.36E-05
2012,3,16,7,30,7.7,2.333,1.36E-05
2012,3,16,8,0,7.7,2.333,1.36E-05
2012,3,16,8,30,7.7,2.333,1.36E-05
2012,3,16,9,0,7.7,2.333,1.36E-05
2012,3,16,9,30,7.7,2.333,1.36E-05
2012,3,16,10,0,7.7,2.333,1.36E-05
2012,3,16,10,30,7.7,2.333,1.36E-05
2012,3,16,11,0,7.7,2.333,1.36E-05
2012,3,16,11,30,7.7,2.333,1.36E-05
2012,3,16,12,0,7.7,2.333,1.36E-05
2012,3,16,12,30,7.7,2.333,1.36E-05
2012,3,16,13,0,7.7,2.333,1.36E-05
2012,3,16,13,30,7.7,2.333,1.36E-05
2012,3,16,14,0,7.7,2.333,1.36E-05
2012,3,16,14,30,7.7,2.333,1.36E-05
2012,3,16,15,0,7.7,2.333,1.36E-05
2012,3,16,15,30,7.7,2.333,1.36E-05
2012,3,16,16,0,7.7,2.333,1.36E-05
2012,3,16,16,30,7.7,2.333,1.36E-05
2012,3,16,17,0,7.7,2.333,1.36E-05
2012,3,16,17,30,7.7,2.333,1.36E-05
2012,3,16,18,0,7.7,2.333,1.36E-05
2012,3,16,18,30,7.7,2.333,1.36E-05
2012,3,16,19,0,7.7,2.333,1.36E-05
2012,3,16,19,30,7.7,2.333,1.36E-05
2012,3,16,20,0,7.7,2.333,1.36E-05
2012,3,16,20,30,7.7,2.333,1.36E-05
2012,3,16,21,0,7.7,2.333,1.36E-05
2012,3,16,21,30,7.7,2.333,1.36E-05
2012,3,16,22,0,7.7,2.333,1.36E-05
2012,3,16,22,30,7.7,2.333,1.36E-05
2012,3,16,23,0,7.7,2.333,1.36E-05
2012,3,16,23,30,7.7,2.333,1.36E-05
2012,3,17,0,0,7.7,2.333,1.36E-05
2012,3,17,0,30,7.7,2.333,1.36E-05
2012,3,17,1,0,7.7,2.333,1.36E-05
2012,3,17,1,30,7.7,2.333,1.36E-05
2012,3,17,2,0,7.7,2.333,1.36E-05
2012,3,17,2,30,7.7,2.333,1.36E-05
2012,3,17,3,0,7.7,2.333,1.36E-05
2012,3,17,3,30,7.7,2.333,1.36E-05
2012,3,17,4,0,7.7,2.333,1.36E-05
2012,3,17,4,30,7.7,2.333,1.36E-05
2012,3,17,5,0,7.7,2.333,1.36E-05
2012,3,17,5,30,7.7,2.333,1.36E-05
2012,3,17,6,0,7.7,2.333,1.36E-05
2012,3,17,6,30,7.7,2.333,1.36E-05
2012,3,17,7,0,7.7,2.333,1.36E-05
2012,3,17,7,30,7.7,2.333,1.36E-05
2012,3,17,8,0,7.7,2.333,1.36E-05
2012,3,17,8,30,7.7,2.333,1.36E-05
2012,3,17,9,0,7.7,2.333,1.36E-05
2012,3,17,9,30,7.7,2.333,1.36E-05
2012,3,17,10,0,7.7,2.333,1.36E-05
2012,3,17,10,30,7.7,2.333,1.36E-05
2012,3,17,11,0,7.7,2.333,1.36E-05
2012,3,17,11,30,7.7,2.333,1.36E-05
2012,3,17,12,0,7.7,2.333,1.36E-05
2012,3,17,12,30,7.7,2.361,1.38E-05
2012,3,17,13,0,7.8,2.399,1.40E-05
2012,3,17,13,30,7.8,2.381,1.39E-05
2012,3,17,14,0,7.7,2.343,1.37E-05
2012,3,17,14,30,7.7,2.333,1.36E-05
2012,3,17,15,0,7.7,2.333,1.36E-05
2012,3,17,15,30,7.7,2.333,1.36E-05
2012,3,17,16,0,7.7,2.333,1.36E-05
2012,3,17,16,30,7.7,2.361,1.38E-05
2012,3,17,17,0,7.8,2.399,1.40E-05
2012,3,17,17,30,7.8,2.409,1.41E-05
2012,3,17,18,0,7.8,2.409,1.41E-05
2012,3,17,18,30,7.8,2.409,1.41E-05
2012,3,17,19,0,7.8,2.409,1.41E-05
2012,3,17,19,30,7.8,2.409,1.41E-05
2012,3,17,20,0,7.8,2.409,1.41E-05
2012,3,17,20,30,7.8,2.409,1.41E-05
2012,3,17,21,0,7.8,2.409,1.41E-05
2012,3,17,21,30,7.8,2.409,1.41E-05
2012,3,17,22,0,7.8,2.409,1.41E-05
2012,3,17,22,30,7.8,2.409,1.41E-05
2012,3,17,23,0,7.8,2.409,1.41E-05
2012,3,17,23,30,7.8,2.409,1.41E-05
2012,3,18,0,0,7.8,2.409,1.41E-05
2012,3,18,0,30,7.8,2.409,1.41E-05
2012,3,18,1,0,7.8,2.409,1.41E-05
2012,3,18,1,30,7.8,2.409,1.41E-05
2012,3,18,2,0,7.8,2.409,1.41E-05
2012,3,18,2,30,7.8,2.409,1.41E-05
2012,3,18,3,0,7.8,2.409,1.41E-05
2012,3,18,3,30,7.8,2.409,1.41E-05
2012,3,18,4,0,7.8,2.409,1.41E-05
2012,3,18,4,30,7.8,2.409,1.41E-05
2012,3,18,5,0,7.8,2.409,1.41E-05
2012,3,18,5,30,7.8,2.409,1.41E-05
2012,3,18,6,0,7.8,2.409,1.41E-05
2012,3,18,6,30,7.8,2.409,1.41E-05
2012,3,18,7,0,7.8,2.409,1.41E-05
2012,3,18,7,30,7.8,2.409,1.41E-05
2012,3,18,8,0,7.8,2.409,1.41E-05
2012,3,18,8,30,7.8,2.409,1.41E-05
2012,3,18,9,0,7.8,2.409,1.41E-05
2012,3,18,9,30,7.8,2.409,1.41E-05
2012,3,18,10,0,7.8,2.409,1.41E-05
2012,3,18,10,30,7.8,2.409,1.41E-05
2012,3,18,11,0,7.8,2.409,1.41E-05
2012,3,18,11,30,7.8,2.409,1.41E-05
2012,3,18,12,0,7.8,2.409,1.41E-05
2012,3,18,12,30,7.8,2.409,1.41E-05
2012,3,18,13,0,7.8,2.409,1.41E-05
2012,3,18,13,30,7.8,2.409,1.41E-05
2012,3,18,14,0,7.8,2.409,1.41E-05
2012,3,18,14,30,7.8,2.409,1.41E-05
2012,3,18,15,0,7.8,2.409,1.41E-05
2012,3,18,15,30,7.8,2.409,1.41E-05
2012,3,18,16,0,7.8,2.409,1.41E-05
2012,3,18,16,30,7.8,2.409,1.41E-05
2012,3,18,17,0,7.8,2.409,1.41E-05
2012,3,18,17,30,8.1,2.621,1.53E-05
2012,3,18,18,0,8.4,2.91,1.70E-05
2012,3,18,18,30,8.7,3.19,1.87E-05
2012,3,18,19,0,9,3.468,2.03E-05
2012,3,18,19,30,9.1,3.542,2.07E-05
2012,3,18,20,0,9.1,3.542,2.07E-05
2012,3,18,20,30,9.1,3.542,2.07E-05
2012,3,18,21,0,9.1,3.542,2.07E-05
2012,3,18,21,30,9.1,3.542,2.07E-05
2012,3,18,22,0,9.1,3.542,2.07E-05
2012,3,18,22,30,9.1,3.542,2.07E-05
2012,3,18,23,0,9.1,3.542,2.07E-05
2012,3,18,23,30,9.1,3.542,2.07E-05
2012,3,19,0,0,9.1,3.542,2.07E-05
2012,3,19,0,30,9.1,3.542,2.07E-05
2012,3,19,1,0,9.1,3.542,2.07E-05
2012,3,19,1,30,9.1,3.542,2.07E-05
2012,3,19,2,0,9.1,3.542,2.07E-05
2012,3,19,2,30,9.1,3.542,2.07E-05
2012,3,19,3,0,9.1,3.542,2.07E-05
2012,3,19,3,30,9.1,3.542,2.07E-05
2012,3,19,4,0,9.1,3.542,2.07E-05
2012,3,19,4,30,9.1,3.542,2.07E-05
2012,3,19,5,0,9.1,3.542,2.07E-05
2012,3,19,5,30,9.1,3.542,2.07E-05
2012,3,19,6,0,9.1,3.542,2.07E-05
2012,3,19,6,30,9.1,3.542,2.07E-05
2012,3,19,7,0,9.1,3.542,2.07E-05
2012,3,19,7,30,9.1,3.542,2.07E-05
2012,3,19,8,0,9.1,3.542,2.07E-05
2012,3,19,8,30,9.1,3.578,2.09E-05
2012,3,19,9,0,9.2,3.627,2.12E-05
2012,3,19,9,30,9.2,3.64,2.13E-05
2012,3,19,10,0,9.2,3.64,2.13E-05
2012,3,19,10,30,9.2,3.64,2.13E-05
2012,3,19,11,0,9.2,3.64,2.13E-05
2012,3,19,11,30,9.2,3.676,2.15E-05
2012,3,19,12,0,9.3,3.726,2.18E-05
2012,3,19,12,30,9.3,3.777,2.21E-05
2012,3,19,13,0,9.4,3.827,2.24E-05
2012,3,19,13,30,9.4,3.841,2.25E-05
2012,3,19,14,0,9.4,3.841,2.25E-05
2012,3,19,14,30,9.4,3.804,2.22E-05
2012,3,19,15,0,9.3,3.753,2.19E-05
2012,3,19,15,30,9.4,3.892,2.28E-05
2012,3,19,16,0,9.6,4.099,2.40E-05
2012,3,19,16,30,9.7,4.155,2.43E-05
2012,3,19,17,0,9.7,4.155,2.43E-05
2012,3,19,17,30,9.7,4.155,2.43E-05
2012,3,19,18,0,9.7,4.155,2.43E-05
2012,3,19,18,30,9.7,4.155,2.43E-05
2012,3,19,19,0,9.7,4.155,2.43E-05
2012,3,19,19,30,9.7,4.194,2.45E-05
2012,3,19,20,0,9.8,4.248,2.48E-05
2012,3,19,20,30,9.8,4.263,2.49E-05
2012,3,19,21,0,9.8,4.263,2.49E-05
2012,3,19,21,30,9.8,4.263,2.49E-05
2012,3,19,22,0,9.8,4.263,2.49E-05
2012,3,19,22,30,9.8,4.263,2.49E-05
2012,3,19,23,0,9.8,4.263,2.49E-05
2012,3,19,23,30,9.8,4.303,2.52E-05
2012,3,20,0,0,9.9,4.358,2.55E-05
2012,3,20,0,30,9.9,4.372,2.56E-05
2012,3,20,1,0,9.9,4.372,2.56E-05
2012,3,20,1,30,9.9,4.372,2.56E-05
2012,3,20,2,0,9.9,4.372,2.56E-05
2012,3,20,2,30,9.9,4.372,2.56E-05
2012,3,20,3,0,9.9,4.372,2.56E-05
2012,3,20,3,30,9.9,4.372,2.56E-05
2012,3,20,4,0,9.9,4.372,2.56E-05
2012,3,20,4,30,9.9,4.372,2.56E-05
2012,3,20,5,0,9.9,4.372,2.56E-05
2012,3,20,5,30,9.9,4.413,2.58E-05
2012,3,20,6,0,10,4.469,2.61E-05
2012,3,20,6,30,10,4.483,2.62E-05
2012,3,20,7,0,10,4.483,2.62E-05
2012,3,20,7,30,10,4.483,2.62E-05
2012,3,20,8,0,10,4.483,2.62E-05
2012,3,20,8,30,10,4.483,2.62E-05
2012,3,20,9,0,10,4.483,2.62E-05
2012,3,20,9,30,10,4.483,2.62E-05
2012,3,20,10,0,10,4.483,2.62E-05
2012,3,20,10,30,10,4.483,2.62E-05
2012,3,20,11,0,10,4.483,2.62E-05
2012,3,20,11,30,10,4.483,2.62E-05
2012,3,20,12,0,10,4.483,2.62E-05
2012,3,20,12,30,10,4.483,2.62E-05
2012,3,20,13,0,10,4.483,2.62E-05
2012,3,20,13,30,10,4.483,2.62E-05
2012,3,20,14,0,10,4.483,2.62E-05
2012,3,20,14,30,10,4.483,2.62E-05
2012,3,20,15,0,10,4.483,2.62E-05
2012,3,20,15,30,10,4.443,2.60E-05
2012,3,20,16,0,9.9,4.387,2.57E-05
2012,3,20,16,30,9.9,4.372,2.56E-05
2012,3,20,17,0,9.9,4.372,2.56E-05
2012,3,20,17,30,9.9,4.372,2.56E-05
2012,3,20,18,0,9.9,4.372,2.56E-05
2012,3,20,18,30,9.9,4.372,2.56E-05
2012,3,20,19,0,9.9,4.372,2.56E-05
2012,3,20,19,30,9.9,4.372,2.56E-05
2012,3,20,20,0,9.9,4.372,2.56E-05
2012,3,20,20,30,9.9,4.372,2.56E-05
2012,3,20,21,0,9.9,4.372,2.56E-05
2012,3,20,21,30,9.9,4.372,2.56E-05
2012,3,20,22,0,9.9,4.372,2.56E-05
2012,3,20,22,30,9.9,4.372,2.56E-05
2012,3,20,23,0,9.9,4.372,2.56E-05
2012,3,20,23,30,9.9,4.372,2.56E-05
2012,3,21,0,0,9.9,4.372,2.56E-05
2012,3,21,0,30,9.9,4.372,2.56E-05
2012,3,21,1,0,9.9,4.372,2.56E-05
2012,3,21,1,30,9.9,4.372,2.56E-05
2012,3,21,2,0,9.9,4.372,2.56E-05
2012,3,21,2,30,9.9,4.372,2.56E-05
2012,3,21,3,0,9.9,4.372,2.56E-05
2012,3,21,3,30,9.9,4.372,2.56E-05
2012,3,21,4,0,9.9,4.372,2.56E-05
2012,3,21,4,30,9.9,4.372,2.56E-05
2012,3,21,5,0,9.9,4.372,2.56E-05
2012,3,21,5,30,9.9,4.372,2.56E-05
2012,3,21,6,0,9.9,4.372,2.56E-05
2012,3,21,6,30,9.9,4.372,2.56E-05
2012,3,21,7,0,9.9,4.372,2.56E-05
2012,3,21,7,30,9.9,4.413,2.58E-05
2012,3,21,8,0,10,4.469,2.61E-05
2012,3,21,8,30,10,4.443,2.60E-05
2012,3,21,9,0,9.9,4.387,2.57E-05
2012,3,21,9,30,9.9,4.372,2.56E-05
2012,3,21,10,0,9.9,4.372,2.56E-05
2012,3,21,10,30,9.9,4.372,2.56E-05
2012,3,21,11,0,9.9,4.372,2.56E-05
2012,3,21,11,30,9.9,4.372,2.56E-05
2012,3,21,12,0,9.9,4.372,2.56E-05
2012,3,21,12,30,9.9,4.372,2.56E-05
2012,3,21,13,0,9.9,4.372,2.56E-05
2012,3,21,13,30,9.9,4.372,2.56E-05
2012,3,21,14,0,9.9,4.372,2.56E-05
2012,3,21,14,30,9.9,4.372,2.56E-05
2012,3,21,15,0,9.9,4.372,2.56E-05
2012,3,21,15,30,9.9,4.372,2.56E-05
2012,3,21,16,0,9.9,4.372,2.56E-05
2012,3,21,16,30,9.9,4.372,2.56E-05
2012,3,21,17,0,9.9,4.372,2.56E-05
2012,3,21,17,30,9.9,4.372,2.56E-05
2012,3,21,18,0,9.9,4.372,2.56E-05
2012,3,21,18,30,9.9,4.372,2.56E-05
2012,3,21,19,0,9.9,4.372,2.56E-05
2012,3,21,19,30,9.9,4.413,2.58E-05
2012,3,21,20,0,10,4.469,2.61E-05
2012,3,21,20,30,10,4.483,2.62E-05
2012,3,21,21,0,10,4.483,2.62E-05
2012,3,21,21,30,10,4.483,2.62E-05
2012,3,21,22,0,10,4.483,2.62E-05
2012,3,21,22,30,10,4.483,2.62E-05
2012,3,21,23,0,10,4.483,2.62E-05
2012,3,21,23,30,10,4.483,2.62E-05
2012,3,22,0,0,10,4.483,2.62E-05
2012,3,22,0,30,10,4.483,2.62E-05
2012,3,22,1,0,10,4.483,2.62E-05
2012,3,22,1,30,10,4.483,2.62E-05
2012,3,22,2,0,10,4.483,2.62E-05
2012,3,22,2,30,10,4.483,2.62E-05
2012,3,22,3,0,10,4.483,2.62E-05
2012,3,22,3,30,10,4.483,2.62E-05
2012,3,22,4,0,10,4.483,2.62E-05
2012,3,22,4,30,10,4.525,2.65E-05
2012,3,22,5,0,10.1,4.581,2.68E-05
2012,3,22,5,30,10.1,4.596,2.69E-05
2012,3,22,6,0,10.1,4.596,2.69E-05
2012,3,22,6,30,10.1,4.596,2.69E-05
2012,3,22,7,0,10.1,4.596,2.69E-05
2012,3,22,7,30,10.1,4.596,2.69E-05
2012,3,22,8,0,10.1,4.596,2.69E-05
2012,3,22,8,30,10.1,4.596,2.69E-05
2012,3,22,9,0,10.1,4.596,2.69E-05
2012,3,22,9,30,10.1,4.596,2.69E-05
2012,3,22,10,0,10.1,4.596,2.69E-05
2012,3,22,10,30,10.1,4.596,2.69E-05
2012,3,22,11,0,10.1,4.596,2.69E-05
2012,3,22,11,30,10.1,4.555,2.66E-05
2012,3,22,12,0,10,4.499,2.63E-05
2012,3,22,12,30,10,4.525,2.65E-05
2012,3,22,13,0,10.1,4.581,2.68E-05
2012,3,22,13,30,10.1,4.596,2.69E-05
2012,3,22,14,0,10.1,4.596,2.69E-05
2012,3,22,14,30,10.1,4.596,2.69E-05
2012,3,22,15,0,10.1,4.596,2.69E-05
2012,3,22,15,30,10.1,4.596,2.69E-05
2012,3,22,16,0,10.1,4.596,2.69E-05
2012,3,22,16,30,10.1,4.596,2.69E-05
2012,3,22,17,0,10.1,4.596,2.69E-05
2012,3,22,17,30,10.1,4.596,2.69E-05
2012,3,22,18,0,10.1,4.596,2.69E-05
2012,3,22,18,30,10.2,4.681,2.74E-05
2012,3,22,19,0,10.3,4.797,2.81E-05
2012,3,22,19,30,10.3,4.871,2.85E-05
2012,3,22,20,0,10.4,4.93,2.88E-05
2012,3,22,20,30,10.4,4.945,2.89E-05
2012,3,22,21,0,10.4,4.945,2.89E-05
2012,3,22,21,30,10.4,4.989,2.92E-05
2012,3,22,22,0,10.5,5.049,2.95E-05
2012,3,22,22,30,10.5,5.11,2.99E-05
2012,3,22,23,0,10.6,5.17,3.02E-05
2012,3,22,23,30,10.6,5.232,3.06E-05
2012,3,23,0,0,10.7,5.293,3.10E-05
2012,3,23,0,30,10.7,5.356,3.13E-05
2012,3,23,1,0,10.8,5.418,3.17E-05
2012,3,23,1,30,10.8,5.435,3.18E-05
2012,3,23,2,0,10.8,5.435,3.18E-05
2012,3,23,2,30,10.8,5.481,3.21E-05
2012,3,23,3,0,10.9,5.544,3.24E-05
2012,3,23,3,30,11,5.705,3.34E-05
2012,3,23,4,0,11.2,5.9,3.45E-05
2012,3,23,4,30,11.2,6.001,3.51E-05
2012,3,23,5,0,11.3,6.068,3.55E-05
2012,3,23,5,30,11.3,6.086,3.56E-05
2012,3,23,6,0,11.3,6.086,3.56E-05
2012,3,23,6,30,11.3,6.086,3.56E-05
2012,3,23,7,0,11.3,6.086,3.56E-05
2012,3,23,7,30,11.3,6.086,3.56E-05
2012,3,23,8,0,11.3,6.086,3.56E-05
2012,3,23,8,30,11.3,6.086,3.56E-05
2012,3,23,9,0,11.3,6.086,3.56E-05
2012,3,23,9,30,11.3,6.086,3.56E-05
2012,3,23,10,0,11.3,6.086,3.56E-05
2012,3,23,10,30,11.3,6.086,3.56E-05
2012,3,23,11,0,11.3,6.086,3.56E-05
2012,3,23,11,30,11.3,6.135,3.59E-05
2012,3,23,12,0,11.4,6.203,3.63E-05
2012,3,23,12,30,11.4,6.221,3.64E-05
2012,3,23,13,0,11.4,6.221,3.64E-05
2012,3,23,13,30,11.4,6.221,3.64E-05
2012,3,23,14,0,11.4,6.221,3.64E-05
2012,3,23,14,30,11.4,6.221,3.64E-05
2012,3,23,15,0,11.4,6.221,3.64E-05
2012,3,23,15,30,11.4,6.272,3.67E-05
2012,3,23,16,0,11.5,6.34,3.71E-05
2012,3,23,16,30,11.5,6.41,3.75E-05
2012,3,23,17,0,11.6,6.479,3.79E-05
2012,3,23,17,30,11.6,6.549,3.83E-05
2012,3,23,18,0,11.7,6.62,3.87E-05
2012,3,23,18,30,11.7,6.639,3.88E-05
2012,3,23,19,0,11.7,6.639,3.88E-05
2012,3,23,19,30,11.7,6.639,3.88E-05
2012,3,23,20,0,11.7,6.639,3.88E-05
2012,3,23,20,30,11.7,6.691,3.91E-05
2012,3,23,21,0,11.8,6.762,3.95E-05
2012,3,23,21,30,11.8,6.834,4.00E-05
2012,3,23,22,0,11.9,6.907,4.04E-05
2012,3,23,22,30,11.9,6.98,4.08E-05
2012,3,23,23,0,12,7.053,4.12E-05
2012,3,23,23,30,12,7.072,4.14E-05
2012,3,24,0,0,12,7.072,4.14E-05
2012,3,24,0,30,12,7.127,4.17E-05
2012,3,24,1,0,12.1,7.201,4.21E-05
2012,3,24,1,30,12.1,7.221,4.22E-05
2012,3,24,2,0,12.1,7.221,4.22E-05
2012,3,24,2,30,12.1,7.221,4.22E-05
2012,3,24,3,0,12.1,7.221,4.22E-05
2012,3,24,3,30,12.1,7.276,4.25E-05
2012,3,24,4,0,12.2,7.351,4.30E-05
2012,3,24,4,30,12.2,7.371,4.31E-05
2012,3,24,5,0,12.2,7.371,4.31E-05
2012,3,24,5,30,12.2,7.371,4.31E-05
2012,3,24,6,0,12.2,7.371,4.31E-05
2012,3,24,6,30,12.2,7.371,4.31E-05
2012,3,24,7,0,12.2,7.371,4.31E-05
2012,3,24,7,30,12.2,7.427,4.34E-05
2012,3,24,8,0,12.3,7.503,4.39E-05
2012,3,24,8,30,12.3,7.523,4.40E-05
2012,3,24,9,0,12.3,7.523,4.40E-05
2012,3,24,9,30,12.3,7.579,4.43E-05
2012,3,24,10,0,12.4,7.656,4.48E-05
2012,3,24,10,30,12.4,7.677,4.49E-05
2012,3,24,11,0,12.4,7.677,4.49E-05
2012,3,24,11,30,12.4,7.677,4.49E-05
2012,3,24,12,0,12.4,7.677,4.49E-05
2012,3,24,12,30,12.4,7.677,4.49E-05
2012,3,24,13,0,12.4,7.677,4.49E-05
2012,3,24,13,30,12.4,7.677,4.49E-05
2012,3,24,14,0,12.4,7.677,4.49E-05
2012,3,24,14,30,12.4,7.677,4.49E-05
2012,3,24,15,0,12.4,7.677,4.49E-05
2012,3,24,15,30,12.4,7.734,4.52E-05
2012,3,24,16,0,12.5,7.812,4.57E-05
2012,3,24,16,30,12.5,7.89,4.61E-05
2012,3,24,17,0,12.6,7.969,4.66E-05
2012,3,24,17,30,12.6,7.99,4.67E-05
2012,3,24,18,0,12.6,7.99,4.67E-05
2012,3,24,18,30,12.6,7.99,4.67E-05
2012,3,24,19,0,12.6,7.99,4.67E-05
2012,3,24,19,30,12.6,8.048,4.71E-05
2012,3,24,20,0,12.7,8.128,4.75E-05
2012,3,24,20,30,12.7,8.149,4.77E-05
2012,3,24,21,0,12.7,8.149,4.77E-05
2012,3,24,21,30,12.7,8.149,4.77E-05
2012,3,24,22,0,12.7,8.149,4.77E-05
2012,3,24,22,30,12.7,8.209,4.80E-05
2012,3,24,23,0,12.8,8.289,4.85E-05
2012,3,24,23,30,12.8,8.311,4.86E-05
2012,3,25,0,0,12.8,8.311,4.86E-05
2012,3,25,0,30,12.8,8.371,4.90E-05
2012,3,25,1,0,12.9,8.452,4.94E-05
2012,3,25,1,30,12.9,8.535,4.99E-05
